area_code,area,item_code,item,comm_code,comm_group,group
207,Suriname,2592,Sunflowerseed Cake,c083,Oil cakes,Crop products
207,Suriname,2593,Rape and Mustard Cake,c084,Oil cakes,Crop products
207,Suriname,2594,Cottonseed Cake,c085,Oil cakes,Crop products
207,Suriname,2595,Palmkernel Cake,c086,Oil cakes,Crop products
207,Suriname,2596,Copra Cake,c087,Oil cakes,Crop products
207,Suriname,2597,Sesameseed Cake,c088,Oil cakes,Crop products
207,Suriname,2598,"Oilseed Cakes, Other",c089,Oil cakes,Crop products
207,Suriname,2655,Wine,c090,Alcohol,Crop products
207,Suriname,2656,Beer,c091,Alcohol,Crop products
207,Suriname,2657,"Beverages, Fermented",c092,Alcohol,Crop products
207,Suriname,2658,"Beverages, Alcoholic",c093,Alcohol,Crop products
207,Suriname,2659,"Alcohol, Non-Food",c094,Ethanol,Crop products
207,Suriname,2661,Cotton lint,c095,Fibre crops,Crop products
207,Suriname,866,Cattle,c096,Live animals,Livestock
207,Suriname,946,Buffaloes,c097,Live animals,Livestock
207,Suriname,976,Sheep,c098,Live animals,Livestock
207,Suriname,1016,Goats,c099,Live animals,Livestock
207,Suriname,1034,Pigs,c100,Live animals,Livestock
207,Suriname,2029,Poultry Birds,c101,Live animals,Livestock
207,Suriname,1096,Horses,c102,Live animals,Livestock
207,Suriname,1107,Asses,c103,Live animals,Livestock
207,Suriname,1110,Mules,c104,Live animals,Livestock
207,Suriname,1126,Camels,c105,Live animals,Livestock
207,Suriname,1157,"Camelids, other",c106,Live animals,Livestock
207,Suriname,1140,Rabbits and hares,c107,Live animals,Livestock
207,Suriname,1150,"Rodents, other",c108,Live animals,Livestock
207,Suriname,2848,Milk - Excluding Butter,c109,Milk,Livestock products
207,Suriname,2740,"Butter, Ghee",c110,Milk,Livestock products
207,Suriname,2744,Eggs,c111,Eggs,Livestock products
207,Suriname,2746,Wool (Clean Eq.),c112,"Hides, skins, wool",Livestock products
207,Suriname,2731,Bovine Meat,c113,Meat,Livestock products
207,Suriname,2732,Mutton & Goat Meat,c114,Meat,Livestock products
207,Suriname,2733,Pigmeat,c115,Meat,Livestock products
207,Suriname,2734,Poultry Meat,c116,Meat,Livestock products
207,Suriname,2735,"Meat, Other",c117,Meat,Livestock products
207,Suriname,2736,"Offals, Edible",c118,Meat,Livestock products
207,Suriname,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
207,Suriname,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
207,Suriname,2745,Honey,c121,Honey,Livestock products
207,Suriname,2747,Silk,c122,"Hides, skins, wool",Livestock products
207,Suriname,2960,"Fish, Seafood",c123,Fish,Fish
208,Tajikistan,2807,Rice and products,c001,Cereals,Primary crops
208,Tajikistan,2511,Wheat and products,c002,Cereals,Primary crops
208,Tajikistan,2513,Barley and products,c003,Cereals,Primary crops
208,Tajikistan,2514,Maize and products,c004,Cereals,Primary crops
208,Tajikistan,2515,Rye and products,c005,Cereals,Primary crops
208,Tajikistan,2516,Oats,c006,Cereals,Primary crops
208,Tajikistan,2517,Millet and products,c007,Cereals,Primary crops
208,Tajikistan,2518,Sorghum and products,c008,Cereals,Primary crops
208,Tajikistan,2520,"Cereals, Other",c009,Cereals,Primary crops
208,Tajikistan,2531,Potatoes and products,c010,Roots and tubers,Primary crops
208,Tajikistan,2532,Cassava and products,c011,Roots and tubers,Primary crops
208,Tajikistan,2533,Sweet potatoes,c012,Roots and tubers,Primary crops
208,Tajikistan,2534,"Roots, Other",c013,Roots and tubers,Primary crops
208,Tajikistan,2535,Yams,c014,Roots and tubers,Primary crops
208,Tajikistan,2536,Sugar cane,c015,Sugar crops,Primary crops
208,Tajikistan,2537,Sugar beet,c016,Sugar crops,Primary crops
208,Tajikistan,2546,Beans,c017,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2547,Peas,c018,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2549,"Pulses, Other and products",c019,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2551,Nuts and products,c020,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2555,Soyabeans,c021,Oil crops,Primary crops
208,Tajikistan,2552,Groundnuts,c022,Oil crops,Primary crops
208,Tajikistan,2557,Sunflower seed,c023,Oil crops,Primary crops
208,Tajikistan,2558,Rape and Mustardseed,c024,Oil crops,Primary crops
208,Tajikistan,328,Seed cotton,c025,Oil crops,Primary crops
208,Tajikistan,2560,Coconuts - Incl Copra,c026,Oil crops,Primary crops
208,Tajikistan,2561,Sesame seed,c027,Oil crops,Primary crops
208,Tajikistan,254,"Oil, palm fruit",c028,Oil crops,Primary crops
208,Tajikistan,2563,Olives (including preserved),c029,Oil crops,Primary crops
208,Tajikistan,2570,"Oilcrops, Other",c030,Oil crops,Primary crops
208,Tajikistan,2601,Tomatoes and products,c031,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2602,Onions,c032,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2605,"Vegetables, Other",c033,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2611,"Oranges, Mandarines",c034,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2612,"Lemons, Limes and products",c035,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2613,Grapefruit and products,c036,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2614,"Citrus, Other",c037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2615,Bananas,c038,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2616,Plantains,c039,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2617,Apples and products,c040,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2618,Pineapples and products,c041,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2619,Dates,c042,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2620,Grapes and products (excl wine),c043,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2625,"Fruits, Other",c044,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2630,Coffee and products,c045,"Coffee, tea, cocoa",Primary crops
208,Tajikistan,2633,Cocoa Beans and products,c046,"Coffee, tea, cocoa",Primary crops
208,Tajikistan,2635,Tea (including mate),c047,"Coffee, tea, cocoa",Primary crops
208,Tajikistan,677,Hops,c048,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2640,Pepper,c049,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2641,Pimento,c050,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2642,Cloves,c051,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2645,"Spices, Other",c052,"Vegetables, fruit, nuts, pulses, spices",Primary crops
208,Tajikistan,2662,Jute,c053,Fibre crops,Primary crops
208,Tajikistan,2663,Jute-Like Fibres,c054,Fibre crops,Primary crops
208,Tajikistan,2664,"Soft-Fibres, Other",c055,Fibre crops,Primary crops
208,Tajikistan,2665,Sisal,c056,Fibre crops,Primary crops
208,Tajikistan,2666,Abaca,c057,Fibre crops,Primary crops
208,Tajikistan,2667,"Hard Fibres, Other",c058,Fibre crops,Primary crops
208,Tajikistan,2671,Tobacco,c059,"Tobacco, rubber",Primary crops
208,Tajikistan,2672,Rubber,c060,"Tobacco, rubber",Primary crops
208,Tajikistan,2000,Fodder crops,c061,Fodder crops,Primary crops
208,Tajikistan,2001,Grazing,c062,Grazing,Primary crops
208,Tajikistan,2559,Cottonseed,c063,Fibre crops,Crop products
208,Tajikistan,2562,Palm kernels,c064,Oil crops,Crop products
208,Tajikistan,2541,Sugar non-centrifugal,c065,"Sugar, sweeteners",Crop products
208,Tajikistan,2542,Sugar (Raw Equivalent),c066,"Sugar, sweeteners",Crop products
208,Tajikistan,2543,"Sweeteners, Other",c067,"Sugar, sweeteners",Crop products
208,Tajikistan,2571,Soyabean Oil,c068,Vegetable oils,Crop products
208,Tajikistan,2572,Groundnut Oil,c069,Vegetable oils,Crop products
208,Tajikistan,2573,Sunflowerseed Oil,c070,Vegetable oils,Crop products
208,Tajikistan,2574,Rape and Mustard Oil,c071,Vegetable oils,Crop products
208,Tajikistan,2575,Cottonseed Oil,c072,Vegetable oils,Crop products
208,Tajikistan,2576,Palmkernel Oil,c073,Vegetable oils,Crop products
208,Tajikistan,2577,Palm Oil,c074,Vegetable oils,Crop products
208,Tajikistan,2578,Coconut Oil,c075,Vegetable oils,Crop products
208,Tajikistan,2579,Sesameseed Oil,c076,Vegetable oils,Crop products
208,Tajikistan,2580,Olive Oil,c077,Vegetable oils,Crop products
208,Tajikistan,2581,Ricebran Oil,c078,Vegetable oils,Crop products
208,Tajikistan,2582,Maize Germ Oil,c079,Vegetable oils,Crop products
208,Tajikistan,2586,"Oilcrops Oil, Other",c080,Vegetable oils,Crop products
208,Tajikistan,2590,Soyabean Cake,c081,Oil cakes,Crop products
208,Tajikistan,2591,Groundnut Cake,c082,Oil cakes,Crop products
208,Tajikistan,2592,Sunflowerseed Cake,c083,Oil cakes,Crop products
208,Tajikistan,2593,Rape and Mustard Cake,c084,Oil cakes,Crop products
208,Tajikistan,2594,Cottonseed Cake,c085,Oil cakes,Crop products
208,Tajikistan,2595,Palmkernel Cake,c086,Oil cakes,Crop products
208,Tajikistan,2596,Copra Cake,c087,Oil cakes,Crop products
208,Tajikistan,2597,Sesameseed Cake,c088,Oil cakes,Crop products
208,Tajikistan,2598,"Oilseed Cakes, Other",c089,Oil cakes,Crop products
208,Tajikistan,2655,Wine,c090,Alcohol,Crop products
208,Tajikistan,2656,Beer,c091,Alcohol,Crop products
208,Tajikistan,2657,"Beverages, Fermented",c092,Alcohol,Crop products
208,Tajikistan,2658,"Beverages, Alcoholic",c093,Alcohol,Crop products
208,Tajikistan,2659,"Alcohol, Non-Food",c094,Ethanol,Crop products
208,Tajikistan,2661,Cotton lint,c095,Fibre crops,Crop products
208,Tajikistan,866,Cattle,c096,Live animals,Livestock
208,Tajikistan,946,Buffaloes,c097,Live animals,Livestock
208,Tajikistan,976,Sheep,c098,Live animals,Livestock
208,Tajikistan,1016,Goats,c099,Live animals,Livestock
208,Tajikistan,1034,Pigs,c100,Live animals,Livestock
208,Tajikistan,2029,Poultry Birds,c101,Live animals,Livestock
208,Tajikistan,1096,Horses,c102,Live animals,Livestock
208,Tajikistan,1107,Asses,c103,Live animals,Livestock
208,Tajikistan,1110,Mules,c104,Live animals,Livestock
208,Tajikistan,1126,Camels,c105,Live animals,Livestock
208,Tajikistan,1157,"Camelids, other",c106,Live animals,Livestock
208,Tajikistan,1140,Rabbits and hares,c107,Live animals,Livestock
208,Tajikistan,1150,"Rodents, other",c108,Live animals,Livestock
208,Tajikistan,2848,Milk - Excluding Butter,c109,Milk,Livestock products
208,Tajikistan,2740,"Butter, Ghee",c110,Milk,Livestock products
208,Tajikistan,2744,Eggs,c111,Eggs,Livestock products
208,Tajikistan,2746,Wool (Clean Eq.),c112,"Hides, skins, wool",Livestock products
208,Tajikistan,2731,Bovine Meat,c113,Meat,Livestock products
208,Tajikistan,2732,Mutton & Goat Meat,c114,Meat,Livestock products
208,Tajikistan,2733,Pigmeat,c115,Meat,Livestock products
208,Tajikistan,2734,Poultry Meat,c116,Meat,Livestock products
208,Tajikistan,2735,"Meat, Other",c117,Meat,Livestock products
208,Tajikistan,2736,"Offals, Edible",c118,Meat,Livestock products
208,Tajikistan,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
208,Tajikistan,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
208,Tajikistan,2745,Honey,c121,Honey,Livestock products
208,Tajikistan,2747,Silk,c122,"Hides, skins, wool",Livestock products
208,Tajikistan,2960,"Fish, Seafood",c123,Fish,Fish
209,Eswatini,2807,Rice and products,c001,Cereals,Primary crops
209,Eswatini,2511,Wheat and products,c002,Cereals,Primary crops
209,Eswatini,2513,Barley and products,c003,Cereals,Primary crops
209,Eswatini,2514,Maize and products,c004,Cereals,Primary crops
209,Eswatini,2515,Rye and products,c005,Cereals,Primary crops
209,Eswatini,2516,Oats,c006,Cereals,Primary crops
209,Eswatini,2517,Millet and products,c007,Cereals,Primary crops
209,Eswatini,2518,Sorghum and products,c008,Cereals,Primary crops
209,Eswatini,2520,"Cereals, Other",c009,Cereals,Primary crops
209,Eswatini,2531,Potatoes and products,c010,Roots and tubers,Primary crops
209,Eswatini,2532,Cassava and products,c011,Roots and tubers,Primary crops
209,Eswatini,2533,Sweet potatoes,c012,Roots and tubers,Primary crops
209,Eswatini,2534,"Roots, Other",c013,Roots and tubers,Primary crops
209,Eswatini,2535,Yams,c014,Roots and tubers,Primary crops
209,Eswatini,2536,Sugar cane,c015,Sugar crops,Primary crops
209,Eswatini,2537,Sugar beet,c016,Sugar crops,Primary crops
209,Eswatini,2546,Beans,c017,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2547,Peas,c018,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2549,"Pulses, Other and products",c019,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2551,Nuts and products,c020,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2555,Soyabeans,c021,Oil crops,Primary crops
209,Eswatini,2552,Groundnuts,c022,Oil crops,Primary crops
209,Eswatini,2557,Sunflower seed,c023,Oil crops,Primary crops
209,Eswatini,2558,Rape and Mustardseed,c024,Oil crops,Primary crops
209,Eswatini,328,Seed cotton,c025,Oil crops,Primary crops
209,Eswatini,2560,Coconuts - Incl Copra,c026,Oil crops,Primary crops
209,Eswatini,2561,Sesame seed,c027,Oil crops,Primary crops
209,Eswatini,254,"Oil, palm fruit",c028,Oil crops,Primary crops
209,Eswatini,2563,Olives (including preserved),c029,Oil crops,Primary crops
209,Eswatini,2570,"Oilcrops, Other",c030,Oil crops,Primary crops
209,Eswatini,2601,Tomatoes and products,c031,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2602,Onions,c032,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2605,"Vegetables, Other",c033,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2611,"Oranges, Mandarines",c034,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2612,"Lemons, Limes and products",c035,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2613,Grapefruit and products,c036,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2614,"Citrus, Other",c037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2615,Bananas,c038,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2616,Plantains,c039,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2617,Apples and products,c040,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2618,Pineapples and products,c041,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2619,Dates,c042,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2620,Grapes and products (excl wine),c043,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2625,"Fruits, Other",c044,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2630,Coffee and products,c045,"Coffee, tea, cocoa",Primary crops
209,Eswatini,2633,Cocoa Beans and products,c046,"Coffee, tea, cocoa",Primary crops
209,Eswatini,2635,Tea (including mate),c047,"Coffee, tea, cocoa",Primary crops
209,Eswatini,677,Hops,c048,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2640,Pepper,c049,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2641,Pimento,c050,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2642,Cloves,c051,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2645,"Spices, Other",c052,"Vegetables, fruit, nuts, pulses, spices",Primary crops
209,Eswatini,2662,Jute,c053,Fibre crops,Primary crops
209,Eswatini,2663,Jute-Like Fibres,c054,Fibre crops,Primary crops
209,Eswatini,2664,"Soft-Fibres, Other",c055,Fibre crops,Primary crops
209,Eswatini,2665,Sisal,c056,Fibre crops,Primary crops
209,Eswatini,2666,Abaca,c057,Fibre crops,Primary crops
209,Eswatini,2667,"Hard Fibres, Other",c058,Fibre crops,Primary crops
209,Eswatini,2671,Tobacco,c059,"Tobacco, rubber",Primary crops
209,Eswatini,2672,Rubber,c060,"Tobacco, rubber",Primary crops
209,Eswatini,2000,Fodder crops,c061,Fodder crops,Primary crops
209,Eswatini,2001,Grazing,c062,Grazing,Primary crops
209,Eswatini,2559,Cottonseed,c063,Fibre crops,Crop products
209,Eswatini,2562,Palm kernels,c064,Oil crops,Crop products
209,Eswatini,2541,Sugar non-centrifugal,c065,"Sugar, sweeteners",Crop products
209,Eswatini,2542,Sugar (Raw Equivalent),c066,"Sugar, sweeteners",Crop products
209,Eswatini,2543,"Sweeteners, Other",c067,"Sugar, sweeteners",Crop products
209,Eswatini,2571,Soyabean Oil,c068,Vegetable oils,Crop products
209,Eswatini,2572,Groundnut Oil,c069,Vegetable oils,Crop products
209,Eswatini,2573,Sunflowerseed Oil,c070,Vegetable oils,Crop products
209,Eswatini,2574,Rape and Mustard Oil,c071,Vegetable oils,Crop products
209,Eswatini,2575,Cottonseed Oil,c072,Vegetable oils,Crop products
209,Eswatini,2576,Palmkernel Oil,c073,Vegetable oils,Crop products
209,Eswatini,2577,Palm Oil,c074,Vegetable oils,Crop products
209,Eswatini,2578,Coconut Oil,c075,Vegetable oils,Crop products
209,Eswatini,2579,Sesameseed Oil,c076,Vegetable oils,Crop products
209,Eswatini,2580,Olive Oil,c077,Vegetable oils,Crop products
209,Eswatini,2581,Ricebran Oil,c078,Vegetable oils,Crop products
209,Eswatini,2582,Maize Germ Oil,c079,Vegetable oils,Crop products
209,Eswatini,2586,"Oilcrops Oil, Other",c080,Vegetable oils,Crop products
209,Eswatini,2590,Soyabean Cake,c081,Oil cakes,Crop products
209,Eswatini,2591,Groundnut Cake,c082,Oil cakes,Crop products
209,Eswatini,2592,Sunflowerseed Cake,c083,Oil cakes,Crop products
209,Eswatini,2593,Rape and Mustard Cake,c084,Oil cakes,Crop products
209,Eswatini,2594,Cottonseed Cake,c085,Oil cakes,Crop products
209,Eswatini,2595,Palmkernel Cake,c086,Oil cakes,Crop products
209,Eswatini,2596,Copra Cake,c087,Oil cakes,Crop products
209,Eswatini,2597,Sesameseed Cake,c088,Oil cakes,Crop products
209,Eswatini,2598,"Oilseed Cakes, Other",c089,Oil cakes,Crop products
209,Eswatini,2655,Wine,c090,Alcohol,Crop products
209,Eswatini,2656,Beer,c091,Alcohol,Crop products
209,Eswatini,2657,"Beverages, Fermented",c092,Alcohol,Crop products
209,Eswatini,2658,"Beverages, Alcoholic",c093,Alcohol,Crop products
209,Eswatini,2659,"Alcohol, Non-Food",c094,Ethanol,Crop products
209,Eswatini,2661,Cotton lint,c095,Fibre crops,Crop products
209,Eswatini,866,Cattle,c096,Live animals,Livestock
209,Eswatini,946,Buffaloes,c097,Live animals,Livestock
209,Eswatini,976,Sheep,c098,Live animals,Livestock
209,Eswatini,1016,Goats,c099,Live animals,Livestock
209,Eswatini,1034,Pigs,c100,Live animals,Livestock
209,Eswatini,2029,Poultry Birds,c101,Live animals,Livestock
209,Eswatini,1096,Horses,c102,Live animals,Livestock
209,Eswatini,1107,Asses,c103,Live animals,Livestock
209,Eswatini,1110,Mules,c104,Live animals,Livestock
209,Eswatini,1126,Camels,c105,Live animals,Livestock
209,Eswatini,1157,"Camelids, other",c106,Live animals,Livestock
209,Eswatini,1140,Rabbits and hares,c107,Live animals,Livestock
209,Eswatini,1150,"Rodents, other",c108,Live animals,Livestock
209,Eswatini,2848,Milk - Excluding Butter,c109,Milk,Livestock products
209,Eswatini,2740,"Butter, Ghee",c110,Milk,Livestock products
209,Eswatini,2744,Eggs,c111,Eggs,Livestock products
209,Eswatini,2746,Wool (Clean Eq.),c112,"Hides, skins, wool",Livestock products
209,Eswatini,2731,Bovine Meat,c113,Meat,Livestock products
209,Eswatini,2732,Mutton & Goat Meat,c114,Meat,Livestock products
209,Eswatini,2733,Pigmeat,c115,Meat,Livestock products
209,Eswatini,2734,Poultry Meat,c116,Meat,Livestock products
209,Eswatini,2735,"Meat, Other",c117,Meat,Livestock products
209,Eswatini,2736,"Offals, Edible",c118,Meat,Livestock products
209,Eswatini,2737,"Fats, Animals, Raw",c119,Animal fats,Livestock products
209,Eswatini,2748,Hides and skins,c120,"Hides, skins, wool",Livestock products
209,Eswatini,2745,Honey,c121,Honey,Livestock products
209,Eswatini,2747,Silk,c122,"Hides, skins, wool",Livestock products
209,Eswatini,2960,"Fish, Seafood",c123,Fish,Fish
210,Sweden,2807,Rice and products,c001,Cereals,Primary crops
210,Sweden,2511,Wheat and products,c002,Cereals,Primary crops
210,Sweden,2513,Barley and products,c003,Cereals,Primary crops
210,Sweden,2514,Maize and products,c004,Cereals,Primary crops
210,Sweden,2515,Rye and products,c005,Cereals,Primary crops
210,Sweden,2516,Oats,c006,Cereals,Primary crops
210,Sweden,2517,Millet and products,c007,Cereals,Primary crops
210,Sweden,2518,Sorghum and products,c008,Cereals,Primary crops
210,Sweden,2520,"Cereals, Other",c009,Cereals,Primary crops
210,Sweden,2531,Potatoes and products,c010,Roots and tubers,Primary crops
210,Sweden,2532,Cassava and products,c011,Roots and tubers,Primary crops
210,Sweden,2533,Sweet potatoes,c012,Roots and tubers,Primary crops
210,Sweden,2534,"Roots, Other",c013,Roots and tubers,Primary crops
210,Sweden,2535,Yams,c014,Roots and tubers,Primary crops
210,Sweden,2536,Sugar cane,c015,Sugar crops,Primary crops
210,Sweden,2537,Sugar beet,c016,Sugar crops,Primary crops
210,Sweden,2546,Beans,c017,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2547,Peas,c018,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2549,"Pulses, Other and products",c019,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2551,Nuts and products,c020,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2555,Soyabeans,c021,Oil crops,Primary crops
210,Sweden,2552,Groundnuts,c022,Oil crops,Primary crops
210,Sweden,2557,Sunflower seed,c023,Oil crops,Primary crops
210,Sweden,2558,Rape and Mustardseed,c024,Oil crops,Primary crops
210,Sweden,328,Seed cotton,c025,Oil crops,Primary crops
210,Sweden,2560,Coconuts - Incl Copra,c026,Oil crops,Primary crops
210,Sweden,2561,Sesame seed,c027,Oil crops,Primary crops
210,Sweden,254,"Oil, palm fruit",c028,Oil crops,Primary crops
210,Sweden,2563,Olives (including preserved),c029,Oil crops,Primary crops
210,Sweden,2570,"Oilcrops, Other",c030,Oil crops,Primary crops
210,Sweden,2601,Tomatoes and products,c031,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2602,Onions,c032,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2605,"Vegetables, Other",c033,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2611,"Oranges, Mandarines",c034,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2612,"Lemons, Limes and products",c035,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2613,Grapefruit and products,c036,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2614,"Citrus, Other",c037,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2615,Bananas,c038,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2616,Plantains,c039,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2617,Apples and products,c040,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2618,Pineapples and products,c041,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2619,Dates,c042,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2620,Grapes and products (excl wine),c043,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2625,"Fruits, Other",c044,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2630,Coffee and products,c045,"Coffee, tea, cocoa",Primary crops
210,Sweden,2633,Cocoa Beans and products,c046,"Coffee, tea, cocoa",Primary crops
210,Sweden,2635,Tea (including mate),c047,"Coffee, tea, cocoa",Primary crops
210,Sweden,677,Hops,c048,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2640,Pepper,c049,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2641,Pimento,c050,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2642,Cloves,c051,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2645,"Spices, Other",c052,"Vegetables, fruit, nuts, pulses, spices",Primary crops
210,Sweden,2662,Jute,c053,Fibre crops,Primary crops
210,Sweden,2663,Jute-Like Fibres,c054,Fibre crops,Primary crops
210,Sweden,2664,"Soft-Fibres, Other",c055,Fibre crops,Primary crops
210,Sweden,2665,Sisal,c056,Fibre crops,Primary crops
210,Sweden,2666,Abaca,c057,Fibre crops,Primary crops
210,Sweden,2667,"Hard Fibres, Other",c058,Fibre crops,Primary crops
210,Sweden,2671,Tobacco,c059,"Tobacco, rubber",Primary crops
210,Sweden,2672,Rubber,c060,"Tobacco, rubber",Primary crops
210,Sweden,2000,Fodder crops,c061,Fodder crops,Primary crops
210,Sweden,2001,Grazing,c062,Grazing,Primary crops
210,Sweden,2559,Cottonseed,c063,Fibre crops,Crop products
210,Sweden,2562,Palm kernels,c064,Oil crops,Crop products
210,Sweden,2541,Sugar non-centrifugal,c065,"Sugar, sweeteners",Crop products
210,Sweden,2542,Sugar (Raw Equivalent),c066,"Sugar, sweeteners",Crop products
210,Sweden,2543,"Sweeteners, Other",c067,"Sugar, sweeteners",Crop products
210,Sweden,2571,Soyabean Oil,c068,Vegetable oils,Crop products
210,Sweden,2572,Groundnut Oil,c069,Vegetable oils,Crop products
210,Sweden,2573,Sunflowerseed Oil,c070,Vegetable oils,Crop products
210,Sweden,2574,Rape and Mustard Oil,c071,Vegetable oils,Crop products
210,Sweden,2575,Cottonseed Oil,c072,Vegetable oils,Crop products
210,Sweden,2576,Palmkernel Oil,c073,Vegetable oils,Crop products
210,Sweden,2577,Palm Oil,c074,Vegetable oils,Crop products
210,Sweden,2578,Coconut Oil,c075,Vegetable oils,Crop products
210,Sweden,2579,Sesameseed Oil,c076,Vegetable oils,Crop products
210,Sweden,2580,Olive Oil,c077,Vegetable oils,Crop products
210,Sweden,2581,Ricebran Oil,c078,Vegetable oils,Crop products
210,Sweden,2582,Maize Germ Oil,c079,Vegetable oils,Crop products
210,Sweden,2586,"Oilcrops Oil, Other",c080,Vegetable oils,Crop products
210,Sweden,2590,Soyabean Cake,c081,Oil cakes,Crop products
210,Sweden,2591,Groundnut Cake,c082,Oil cakes,Crop products
210,Sweden,2592,Sunflowerseed Cake,c083,Oil cakes,Crop products
210,Sweden,2593,Rape and Mustard Cake,c084,Oil cakes,Crop products
210,Sweden,2594,Cottonseed Cake,c085,Oil cakes,Crop products
210,Sweden,2595,Palmkernel Cake,c086,Oil cakes,Crop products
210,Sweden,2596,Copra Cake,c087,Oil cakes,Crop products
210,Sweden,2597,Sesameseed Cake,c088,Oil cakes,Crop products
